4,"","","","","","","","ëçêî","","","","","","","","","","","","","","","","","","","","íj","","","","","","","","","","","","","","","","","","","","èó","","","","","","","","","","","","","","","","","","",""
5,"ésãÊí¨ë∫ÉRÅ[Éh","í¨íöéöÉRÅ[Éh","îÈìΩèàóù","îÈìΩêÊèÓïÒ","çáéZínàÊ","ésãÊí¨ë∫","í¨íöéö","ëçêî","A î_ã∆","B ó—ã∆","C ãôã∆","D çzã∆","E åöê›ã∆","F êªë¢ã∆","G ìdãCÅEÉKÉXÅEîMãüããÅEêÖìπã∆","H èÓïÒí êMã∆","I â^óAã∆","J âµîÑÅEè¨îÑã∆","K ã‡óZÅEï€åØã∆","L ïsìÆéYã∆","M à˘êHìXÅCèhîëã∆","N à„ó√ÅCïüéÉ","O ã≥àÁÅCäwèKéxâáã∆","P ï°çáÉTÅ[ÉrÉXéñã∆","Q ÉTÅ[ÉrÉXã∆","R åˆñ±(ëºÇ…ï™óﬁÇ≥ÇÍÇ»Ç¢Ç‡ÇÃ)","S ï™óﬁïsî\ÇÃéYã∆","ëçêî","A î_ã∆","B ó—ã∆","C ãôã∆","D çzã∆","E åöê›ã∆","F êªë¢ã∆","G ìdãCÅEÉKÉXÅEîMãüããÅEêÖìπã∆","H èÓïÒí êMã∆","I â^óAã∆","J âµîÑÅEè¨îÑã∆","K ã‡óZÅEï€åØã∆","L ïsìÆéYã∆","M à˘êHìXÅCèhîëã∆","N à„ó√ÅCïüéÉ","O ã≥àÁÅCäwèKéxâáã∆","P ï°çáÉTÅ[ÉrÉXéñã∆","Q ÉTÅ[ÉrÉXã∆","R åˆñ±(ëºÇ…ï™óﬁÇ≥ÇÍÇ»Ç¢Ç‡ÇÃ)","S ï™óﬁïsî\ÇÃéYã∆","ëçêî","A î_ã∆","B ó—ã∆","C ãôã∆","D çzã∆","E åöê›ã∆","F êªë¢ã∆","G ìdãCÅEÉKÉXÅEîMãüããÅEêÖìπã∆","H èÓïÒí êMã∆","I â^óAã∆","J âµîÑÅEè¨îÑã∆","K ã‡óZÅEï€åØã∆","L ïsìÆéYã∆","M à˘êHìXÅCèhîëã∆","N à„ó√ÅCïüéÉ","O ã≥àÁÅCäwèKéxâáã∆","P ï°çáÉTÅ[ÉrÉXéñã∆","Q ÉTÅ[ÉrÉXã∆","R åˆñ±(ëºÇ…ï™óﬁÇ≥ÇÍÇ»Ç¢Ç‡ÇÃ)","S ï™óﬁïsî\ÇÃéYã∆"
497,"25201","307005","","","","ëÂí√és","ëÂäûÇTíöñ⁄",652,17,-,-,-,30,126,5,8,28,126,22,10,27,49,43,5,114,16,26,381,9,-,-,-,26,87,5,7,25,68,10,9,9,9,22,3,66,12,14,271,8,-,-,-,4,39,-,1,3,58,12,1,18,40,21,2,48,4,12
498,"25201","307006","","","","ëÂí√és","ëÂäûÇUíöñ⁄",283,1,-,-,-,22,61,-,5,8,52,5,7,21,23,11,2,47,8,10,172,1,-,-,-,20,46,-,2,8,20,2,5,12,5,3,2,30,8,8,111,-,-,-,-,2,15,-,3,-,32,3,2,9,18,8,-,17,-,2
499,"25201","307007","","","","ëÂí√és","ëÂäûÇVíöñ⁄",551,3,-,-,-,48,106,1,6,28,103,18,6,30,70,26,3,80,9,14,342,2,-,-,-,41,88,1,4,24,54,8,6,13,22,17,2,46,7,7,209,1,-,-,-,7,18,-,2,4,49,10,-,17,48,9,1,34,2,7
500,"25201","3080","","","","ëÂí√és","ê£ìcã¥ñ{í¨",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
501,"25201","3100","","","","ëÂí√és","ê£ìc",2431,10,1,1,-,175,430,8,54,104,470,61,51,124,214,147,14,452,62,53,1418,8,1,1,-,152,303,7,38,90,234,35,41,52,56,73,7,254,38,28,1013,2,-,-,-,23,127,1,16,14,236,26,10,72,158,74,7,198,24,25
502,"25201","310001","","","","ëÂí√és","ê£ìcÇPíöñ⁄",567,6,-,-,-,26,113,1,8,23,119,15,9,30,42,30,7,110,17,11,317,4,-,-,-,23,70,1,4,20,62,8,7,9,9,15,6,68,6,5,250,2,-,-,-,3,43,-,4,3,57,7,2,21,33,15,1,42,11,6
503,"25201","310002","","","","ëÂí√és","ê£ìcÇQíöñ⁄",303,2,-,1,-,22,66,-,6,11,64,3,6,20,23,12,2,48,9,8,175,2,-,1,-,20,44,-,5,11,26,2,4,5,7,5,1,28,8,6,128,-,-,-,-,2,22,-,1,-,38,1,2,15,16,7,1,20,1,2
504,"25201","310003","","","","ëÂí√és","ê£ìcÇRíöñ⁄",674,1,1,-,-,53,109,4,12,34,129,14,13,26,58,32,3,144,19,22,409,1,1,-,-,46,75,3,9,28,66,12,11,18,20,17,-,79,13,10,265,-,-,-,-,7,34,1,3,6,63,2,2,8,38,15,3,65,6,12
505,"25201","310004","","","","ëÂí√és","ê£ìcÇSíöñ⁄",118,1,-,-,-,5,15,-,5,4,13,6,4,8,19,14,-,19,4,1,64,1,-,-,-,4,10,-,4,4,6,3,4,3,6,8,-,9,2,-,54,-,-,-,-,1,5,-,1,-,7,3,-,5,13,6,-,10,2,1
506,"25201","310005","","","","ëÂí√és","ê£ìcÇTíöñ⁄",713,-,-,-,-,67,111,3,20,31,132,22,18,39,64,58,2,122,13,11,416,-,-,-,-,57,92,3,14,26,65,10,14,16,13,27,-,63,9,7,297,-,-,-,-,10,19,-,6,5,67,12,4,23,51,31,2,59,4,4
507,"25201","310006","","","","ëÂí√és","ê£ìcÇUíöñ⁄",56,-,-,-,-,2,16,-,3,1,13,1,1,1,8,1,-,9,-,-,37,-,-,-,-,2,12,-,2,1,9,-,1,1,1,1,-,7,-,-,19,-,-,-,-,-,4,-,1,-,4,1,-,-,7,-,-,2,-,-
508,"25201","3130","","","","ëÂí√és","ê_óÃ",1781,12,-,-,2,150,350,4,31,81,332,36,26,88,132,121,5,283,63,65,1034,8,-,-,2,122,248,4,21,68,148,16,18,38,31,59,3,158,50,40,747,4,-,-,-,28,102,-,10,13,184,20,8,50,101,62,2,125,13,25
509,"25201","313001","","","","ëÂí√és","ê_óÃÇPíöñ⁄",295,3,-,-,-,23,62,1,1,14,52,8,5,13,20,21,2,55,6,9,164,2,-,-,-,17,46,1,1,11,25,2,2,6,3,13,2,22,5,6,131,1,-,-,-,6,16,-,-,3,27,6,3,7,17,8,-,33,1,3
510,"25201","313002","","","","ëÂí√és","ê_óÃÇQíöñ⁄",1055,5,-,-,1,89,215,1,19,49,200,19,14,50,78,65,3,157,45,45,626,4,-,-,1,77,148,1,13,44,90,12,11,22,21,31,1,88,36,26,429,1,-,-,-,12,67,-,6,5,110,7,3,28,57,34,2,69,9,19
511,"25201","313003","","","","ëÂí√és","ê_óÃÇRíöñ⁄",431,4,-,-,1,38,73,2,11,18,80,9,7,25,34,35,-,71,12,11,244,2,-,-,1,28,54,2,7,13,33,2,5,10,7,15,-,48,9,8,187,2,-,-,-,10,19,-,4,5,47,7,2,15,27,20,-,23,3,3
512,"25201","313004","","","","ëÂí√és","ê_óÃÇSíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
513,"25201","313005","","","","ëÂí√és","ê_óÃÇTíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
514,"25201","3160","","","","ëÂí√és","ñÏãΩå¥",1239,-,3,-,-,98,327,5,15,57,203,42,14,45,107,51,6,199,33,34,741,-,1,-,-,78,251,5,13,51,96,17,10,18,17,20,4,115,23,22,498,-,2,-,-,20,76,-,2,6,107,25,4,27,90,31,2,84,10,12
515,"25201","316001","","","","ëÂí√és","ñÏãΩå¥ÇPíöñ⁄",607,-,-,-,-,47,178,5,5,25,96,15,2,29,52,17,3,103,17,13,377,-,-,-,-,33,145,5,5,23,44,7,1,13,10,5,2,60,14,10,230,-,-,-,-,14,33,-,-,2,52,8,1,16,42,12,1,43,3,3
516,"25201","316002","","","","ëÂí√és","ñÏãΩå¥ÇQíöñ⁄",632,-,3,-,-,51,149,-,10,32,107,27,12,16,55,34,3,96,16,21,364,-,1,-,-,45,106,-,8,28,52,10,9,5,7,15,2,55,9,12,268,-,2,-,-,6,43,-,2,4,55,17,3,11,48,19,1,41,7,9
517,"25201","3180","","","","ëÂí√és","éOëÂéõ",522,-,-,-,-,58,94,1,7,40,83,11,3,32,32,22,3,111,10,15,259,-,-,-,-,45,51,-,4,38,24,3,3,11,3,11,3,45,9,9,263,-,-,-,-,13,43,1,3,2,59,8,-,21,29,11,-,66,1,6
518,"25201","3190","","","","ëÂí√és","ã ñÏâY",155,-,-,-,-,10,31,1,4,7,24,4,6,12,22,7,-,20,4,3,104,-,-,-,-,9,23,1,4,6,15,2,4,6,8,5,-,15,4,2,51,-,-,-,-,1,8,-,-,1,9,2,2,6,14,2,-,5,-,1
519,"25201","3200","","","","ëÂí√és","ê£ìcëÂç]í¨",27,-,-,-,-,-,5,-,-,1,18,-,-,-,-,2,-,1,-,-,18,-,-,-,-,-,3,-,-,1,14,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,2,-,-,-,4,-,-,-,-,2,-,1,-,-
520,"25201","3220","","","","ëÂí√és","àÍó¢éR",4729,26,-,-,-,277,980,25,85,157,840,168,70,242,469,311,40,770,139,130,2789,21,-,-,-,224,727,24,69,135,430,86,49,103,145,145,22,428,106,75,1940,5,-,-,-,53,253,1,16,22,410,82,21,139,324,166,18,342,33,55
521,"25201","322001","","","","ëÂí√és","àÍó¢éRÇPíöñ⁄",926,5,-,-,-,45,179,3,24,28,190,28,13,50,87,58,11,149,25,31,541,3,-,-,-,38,134,3,19,23,95,17,9,20,28,27,10,77,19,19,385,2,-,-,-,7,45,-,5,5,95,11,4,30,59,31,1,72,6,12
522,"25201","322002","","","","ëÂí√és","àÍó¢éRÇQíöñ⁄",549,4,-,-,-,36,89,3,7,14,96,24,14,25,60,43,4,97,14,19,319,4,-,-,-,28,64,3,5,13,48,11,9,13,19,21,2,58,11,10,230,-,-,-,-,8,25,-,2,1,48,13,5,12,41,22,2,39,3,9
523,"25201","322003","","","","ëÂí√és","àÍó¢éRÇRíöñ⁄",867,2,-,-,-,50,191,3,18,22,144,32,13,44,84,57,9,151,18,29,503,2,-,-,-,37,141,2,14,19,79,17,8,13,34,25,3,80,14,15,364,-,-,-,-,13,50,1,4,3,65,15,5,31,50,32,6,71,4,14
524,"25201","322004","","","","ëÂí√és","àÍó¢éRÇSíöñ⁄",1116,13,-,-,-,72,220,5,13,41,179,39,13,48,111,81,12,205,43,21,671,10,-,-,-,60,168,5,11,32,94,20,10,20,35,39,6,117,32,12,445,3,-,-,-,12,52,-,2,9,85,19,3,28,76,42,6,88,11,9
525,"25201","322005","","","","ëÂí√és","àÍó¢éRÇTíöñ⁄",1084,2,-,-,-,58,252,11,21,43,198,38,14,69,112,60,3,148,28,27,639,2,-,-,-,50,180,11,18,40,98,17,10,35,26,27,1,85,22,17,445,-,-,-,-,8,72,-,3,3,100,21,4,34,86,33,2,63,6,10
526,"25201","322006","","","","ëÂí√és","àÍó¢éRÇUíöñ⁄",187,-,-,-,-,16,49,-,2,9,33,7,3,6,15,12,1,20,11,3,116,-,-,-,-,11,40,-,2,8,16,4,3,2,3,6,-,11,8,2,71,-,-,-,-,5,9,-,-,1,17,3,-,4,12,6,1,9,3,1
527,"25201","322007","","","","ëÂí√és","àÍó¢éRÇVíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
528,"25201","3270","","","","ëÂí√és","åéó÷",1774,44,-,1,-,113,379,11,37,64,265,47,22,79,177,146,15,290,38,46,1072,24,-,1,-,90,289,11,23,53,135,22,12,38,56,57,11,189,32,29,702,20,-,-,-,23,90,-,14,11,130,25,10,41,121,89,4,101,6,17
529,"25201","327001","","","","ëÂí√és","åéó÷ÇPíöñ⁄",67,-,-,-,-,6,30,1,-,2,11,-,-,2,2,-,-,11,-,2,54,-,-,-,-,6,27,1,-,1,7,-,-,2,1,-,-,8,-,1,13,-,-,-,-,-,3,-,-,1,4,-,-,-,1,-,-,3,-,1
530,"25201","327002","","","","ëÂí√és","åéó÷ÇQíöñ⁄",388,24,-,-,-,34,72,1,8,18,61,7,6,18,29,18,7,67,7,11,238,10,-,-,-,29,52,1,5,17,34,5,3,10,4,6,6,41,7,8,150,14,-,-,-,5,20,-,3,1,27,2,3,8,25,12,1,26,-,3
531,"25201","327003","","","","ëÂí√és","åéó÷ÇRíöñ⁄",517,18,-,-,-,35,121,-,8,23,76,10,6,30,45,32,4,87,13,9,328,12,-,-,-,30,87,-,5,18,39,5,3,15,15,16,3,62,10,8,189,6,-,-,-,5,34,-,3,5,37,5,3,15,30,16,1,25,3,1
532,"25201","327004","","","","ëÂí√és","åéó÷ÇSíöñ⁄",359,2,-,1,-,21,60,5,14,9,55,10,6,12,55,31,1,55,9,13,200,2,-,1,-,15,50,5,9,8,25,5,3,4,20,13,-,28,6,6,159,-,-,-,-,6,10,-,5,1,30,5,3,8,35,18,1,27,3,7
533,"25201","327005","","","","ëÂí√és","åéó÷ÇTíöñ⁄",443,-,-,-,-,17,96,4,7,12,62,20,4,17,46,65,3,70,9,11,252,-,-,-,-,10,73,4,4,9,30,7,3,7,16,22,2,50,9,6,191,-,-,-,-,7,23,-,3,3,32,13,1,10,30,43,1,20,-,5
534,"25201","3300","","","","ëÂí√és","åIó—í¨",180,1,-,-,-,10,23,2,3,9,30,3,3,6,16,4,1,45,18,6,97,1,-,-,-,8,13,1,2,7,11,-,2,5,3,1,1,22,16,4,83,-,-,-,-,2,10,1,1,2,19,3,1,1,13,3,-,23,2,2
535,"25201","3370","","","","ëÂí√és","äûñÏâY",801,-,-,-,-,51,132,1,16,19,127,26,19,80,84,59,1,141,18,27,495,-,-,-,-,38,103,1,13,16,77,14,14,47,32,26,-,85,16,13,306,-,-,-,-,13,29,-,3,3,50,12,5,33,52,33,1,56,2,14
536,"25201","3380","","","","ëÂí√és","ëÂè´åR",1714,9,-,-,-,82,358,15,52,43,302,48,15,75,206,127,11,265,57,49,1064,6,-,-,-,76,289,15,37,38,165,31,12,36,65,64,9,155,39,27,650,3,-,-,-,6,69,-,15,5,137,17,3,39,141,63,2,110,18,22
537,"25201","338001","","","","ëÂí√és","ëÂè´åRÇPíöñ⁄",728,4,-,-,-,31,185,7,27,18,109,17,5,35,77,53,4,111,25,20,472,3,-,-,-,26,152,7,19,16,67,10,3,17,25,31,3,65,18,10,256,1,-,-,-,5,33,-,8,2,42,7,2,18,52,22,1,46,7,10
538,"25201","338002","","","","ëÂí√és","ëÂè´åRÇQíöñ⁄",249,-,-,-,-,15,53,3,9,5,38,8,4,14,40,13,-,31,9,7,159,-,-,-,-,15,39,3,5,5,23,7,4,7,8,8,-,22,8,5,90,-,-,-,-,-,14,-,4,-,15,1,-,7,32,5,-,9,1,2
539,"25201","338003","","","","ëÂí√és","ëÂè´åRÇRíöñ⁄",737,5,-,-,-,36,120,5,16,20,155,23,6,26,89,61,7,123,23,22,433,3,-,-,-,35,98,5,13,17,75,14,5,12,32,25,6,68,13,12,304,2,-,-,-,1,22,-,3,3,80,9,1,14,57,36,1,55,10,10
540,"25201","3410","","","","ëÂí√és","ã¬ñÿÇÃó¢",2190,3,-,-,-,110,352,26,54,49,416,78,39,90,210,217,17,339,154,36,1293,2,-,-,-,94,284,23,46,43,169,45,29,36,43,111,11,209,127,21,897,1,-,-,-,16,68,3,8,6,247,33,10,54,167,106,6,130,27,15
541,"25201","341001","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇPíöñ⁄",402,1,-,-,-,24,66,7,5,7,72,24,5,19,51,27,4,61,23,6,240,1,-,-,-,20,59,6,4,6,27,11,4,10,15,14,1,40,20,2,162,-,-,-,-,4,7,1,1,1,45,13,1,9,36,13,3,21,3,4
542,"25201","341002","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇQíöñ⁄",271,1,-,-,-,13,40,2,11,7,51,8,4,10,28,30,2,35,27,2,168,-,-,-,-,11,33,2,9,7,27,4,2,3,7,18,2,21,21,1,103,1,-,-,-,2,7,-,2,-,24,4,2,7,21,12,-,14,6,1
543,"25201","341003","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇRíöñ⁄",182,-,-,-,-,10,35,1,4,6,33,9,2,6,11,25,-,27,8,5,113,-,-,-,-,8,25,1,3,4,13,8,2,2,6,16,-,14,7,4,69,-,-,-,-,2,10,-,1,2,20,1,-,4,5,9,-,13,1,1
544,"25201","341004","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇSíöñ⁄",465,-,-,-,-,27,77,1,11,15,83,15,16,29,33,36,3,78,29,12,274,-,-,-,-,24,60,1,9,15,36,8,13,7,3,15,2,49,25,7,191,-,-,-,-,3,17,-,2,-,47,7,3,22,30,21,1,29,4,5
545,"25201","341005","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇTíöñ⁄",203,-,-,-,-,7,26,3,6,4,41,4,4,6,22,26,4,33,16,1,117,-,-,-,-,7,19,3,5,4,18,2,4,4,1,10,2,21,16,1,86,-,-,-,-,-,7,-,1,-,23,2,-,2,21,16,2,12,-,-
546,"25201","341006","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇUíöñ⁄",362,1,-,-,-,14,66,4,8,6,76,12,6,11,32,38,3,50,28,7,212,1,-,-,-,11,52,3,8,3,28,6,3,5,8,20,3,37,19,5,150,-,-,-,-,3,14,1,-,3,48,6,3,6,24,18,-,13,9,2
547,"25201","341007","","","","ëÂí√és","ã¬ñÿÇÃó¢ÇVíöñ⁄",305,-,-,-,-,15,42,8,9,4,60,6,2,9,33,35,1,55,23,3,169,-,-,-,-,13,36,7,8,4,20,6,1,5,3,18,1,27,19,1,136,-,-,-,-,2,6,1,1,-,40,-,1,4,30,17,-,28,4,2
548,"25201","3990","","","","ëÂí√és","èºóz",379,-,1,-,-,21,89,7,12,14,57,13,2,10,39,35,2,54,10,13,244,-,-,-,-,18,71,7,11,13,41,7,2,5,11,15,-,26,10,7,135,-,1,-,-,3,18,-,1,1,16,6,-,5,28,20,2,28,-,6
549,"25201","399001","","","","ëÂí√és","èºózÇPíöñ⁄",37,-,-,-,-,6,4,-,1,-,5,-,1,3,2,2,-,10,-,3,22,-,-,-,-,5,3,-,1,-,4,-,1,1,-,-,-,5,-,2,15,-,-,-,-,1,1,-,-,-,1,-,-,2,2,2,-,5,-,1
550,"25201","399002","","","","ëÂí√és","èºózÇQíöñ⁄",126,-,-,-,-,7,32,1,4,3,16,6,1,2,14,10,-,21,6,3,78,-,-,-,-,5,23,1,4,3,11,2,1,1,6,5,-,8,6,2,48,-,-,-,-,2,9,-,-,-,5,4,-,1,8,5,-,13,-,1
551,"25201","399003","çáéZínàÊÇ†ÇË","","399004","ëÂí√és","èºózÇRíöñ⁄",216,-,1,-,-,8,53,6,7,11,36,7,-,5,23,23,2,23,4,7,144,-,-,-,-,8,45,6,6,10,26,5,-,3,5,10,-,13,4,3,72,-,1,-,-,-,8,-,1,1,10,2,-,2,18,13,2,10,-,4
552,"25201","399004","îÈìΩínàÊ","399003","","ëÂí√és","èºózÇSíöñ⁄",X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
553,"25201","4000","","","","ëÂí√és","ã¬ñÿÇÃó¢ìå",1909,4,1,-,2,178,263,28,50,51,280,56,28,81,195,204,21,249,153,65,1176,3,1,-,1,155,201,25,39,48,133,28,14,36,49,111,14,161,121,36,733,1,-,-,1,23,62,3,11,3,147,28,14,45,146,93,7,88,32,29
554,"25201","400001","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇPíöñ⁄",219,1,-,-,1,25,38,-,10,6,36,6,4,13,13,21,2,27,7,9,142,1,-,-,-,24,32,-,9,6,19,2,1,7,3,10,1,16,5,6,77,-,-,-,1,1,6,-,1,-,17,4,3,6,10,11,1,11,2,3
555,"25201","400002","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇQíöñ⁄",191,1,-,-,-,14,29,5,5,4,29,7,2,5,18,21,1,31,18,1,129,1,-,-,-,13,25,5,5,3,13,2,1,2,7,12,1,22,16,1,62,-,-,-,-,1,4,-,-,1,16,5,1,3,11,9,-,9,2,-
556,"25201","400003","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇRíöñ⁄",132,-,-,-,-,4,14,-,3,2,28,6,1,4,18,18,2,12,17,3,81,-,-,-,-,4,11,-,2,2,13,4,1,2,6,11,1,10,12,2,51,-,-,-,-,-,3,-,1,-,15,2,-,2,12,7,1,2,5,1
557,"25201","400004","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇSíöñ⁄",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
558,"25201","400005","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇTíöñ⁄",359,-,-,-,-,27,51,7,10,10,52,15,1,14,32,45,4,49,33,9,214,-,-,-,-,25,41,6,7,10,25,7,-,8,7,20,2,25,27,4,145,-,-,-,-,2,10,1,3,-,27,8,1,6,25,25,2,24,6,5
559,"25201","400006","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇUíöñ⁄",280,-,-,-,1,18,31,3,5,5,40,12,9,11,34,39,4,27,28,13,172,-,-,-,1,14,21,3,3,5,21,8,6,3,9,24,4,21,21,8,108,-,-,-,-,4,10,-,2,-,19,4,3,8,25,15,-,6,7,5
560,"25201","400007","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇVíöñ⁄",400,-,-,-,-,32,57,11,9,9,58,7,6,11,45,40,8,53,35,19,246,-,-,-,-,28,47,10,7,8,24,4,4,5,11,21,5,35,27,10,154,-,-,-,-,4,10,1,2,1,34,3,2,6,34,19,3,18,8,9
561,"25201","400008","","","","ëÂí√és","ã¬ñÿÇÃó¢ìåÇWíöñ⁄",328,2,1,-,-,58,43,2,8,15,37,3,5,23,35,20,-,50,15,11,192,1,1,-,-,47,24,1,6,14,18,1,1,9,6,13,-,32,13,5,136,1,-,-,-,11,19,1,2,1,19,2,4,14,29,7,-,18,2,6
562,"25201","4010","","","","ëÂí√és","írÇÃó¢",625,1,-,-,-,51,143,11,16,19,81,23,10,16,55,62,2,97,31,7,427,-,-,-,-,42,120,11,14,16,46,12,8,8,21,32,2,62,26,7,198,1,-,-,-,9,23,-,2,3,35,11,2,8,34,30,-,35,5,-
563,"25202","","","","","ïFç™és","ëçêî",54247,1505,10,54,10,3704,14898,253,443,2436,9415,1086,442,2861,4297,2756,612,6944,1623,898,31814,892,8,40,8,3065,10699,225,331,1988,4342,542,275,1150,961,1233,394,3964,1164,533,22433,613,2,14,2,639,4199,28,112,448,5073,544,167,1711,3336,1523,218,2980,459,365
564,"25202","0010","","","","ïFç™és","ëDí¨",166,-,-,-,-,11,33,-,2,4,37,3,3,18,10,10,4,21,9,1,100,-,-,-,-,10,26,-,1,4,20,2,3,8,2,7,3,9,4,1,66,-,-,-,-,1,7,-,1,-,17,1,-,10,8,3,1,12,5,-
565,"25202","001001","","","","ïFç™és","ëDí¨",65,-,-,-,-,6,14,-,1,-,8,-,1,7,6,5,2,13,2,-,40,-,-,-,-,5,13,-,-,-,4,-,1,2,1,5,2,7,-,-,25,-,-,-,-,1,1,-,1,-,4,-,-,5,5,-,-,6,2,-
566,"25202","001002","","","","ïFç™és","ëDí¨",35,-,-,-,-,2,12,-,1,-,7,2,1,-,2,-,-,4,4,-,19,-,-,-,-,2,9,-,1,-,3,1,1,-,-,-,-,-,2,-,16,-,-,-,-,-,3,-,-,-,4,1,-,-,2,-,-,4,2,-
567,"25202","001003","","","","ïFç™és","ëDí¨",66,-,-,-,-,3,7,-,-,4,22,1,1,11,2,5,2,4,3,1,41,-,-,-,-,3,4,-,-,4,13,1,1,6,1,2,1,2,2,1,25,-,-,-,-,-,3,-,-,-,9,-,-,5,1,3,1,2,1,-
568,"25202","0020","","","","ïFç™és","àÆí¨",101,-,-,-,-,1,20,-,-,1,23,1,1,12,14,6,1,15,4,2,52,-,-,-,-,1,16,-,-,1,9,-,1,5,8,2,-,5,3,1,49,-,-,-,-,-,4,-,-,-,14,1,-,7,6,4,1,10,1,1
569,"25202","002001","","","","ïFç™és","àÆí¨",48,-,-,-,-,-,10,-,-,-,8,-,-,3,10,4,1,10,2,-,26,-,-,-,-,-,9,-,-,-,5,-,-,-,6,2,-,3,1,-,22,-,-,-,-,-,1,-,-,-,3,-,-,3,4,2,1,7,1,-
570,"25202","002002","","","","ïFç™és","àÆí¨",32,-,-,-,-,-,9,-,-,1,7,1,1,2,2,2,-,3,2,2,14,-,-,-,-,-,6,-,-,1,1,-,1,-,1,-,-,1,2,1,18,-,-,-,-,-,3,-,-,-,6,1,-,2,1,2,-,2,-,1
571,"25202","002003","","","","ïFç™és","àÆí¨",21,-,-,-,-,1,1,-,-,-,8,-,-,7,2,-,-,2,-,-,12,-,-,-,-,1,1,-,-,-,3,-,-,5,1,-,-,1,-,-,9,-,-,-,-,-,-,-,-,-,5,-,-,2,1,-,-,1,-,-
572,"25202","0030","","","","ïFç™és","å≥í¨",50,1,-,-,-,-,13,-,-,-,6,1,2,4,6,1,-,11,5,-,29,1,-,-,-,-,9,-,-,-,3,-,2,2,2,-,-,7,3,-,21,-,-,-,-,-,4,-,-,-,3,1,-,2,4,1,-,4,2,-
573,"25202","0040","","","","ïFç™és","ëÂìåí¨",169,-,-,-,-,6,33,-,1,7,30,8,11,25,6,6,2,27,4,3,89,-,-,-,-,5,24,-,-,7,15,3,8,8,1,2,1,13,1,1,80,-,-,-,-,1,9,-,1,-,15,5,3,17,5,4,1,14,3,2
574,"25202","004001","","","","ïFç™és","ëÂìåí¨",18,-,-,-,-,-,-,-,-,-,3,1,3,7,-,-,-,4,-,-,9,-,-,-,-,-,-,-,-,-,2,-,3,3,-,-,-,1,-,-,9,-,-,-,-,-,-,-,-,-,1,1,-,4,-,-,-,3,-,-
575,"25202","004002","","","","ïFç™és","ëÂìåí¨",65,-,-,-,-,4,12,-,-,3,8,4,5,9,5,3,-,11,1,-,34,-,-,-,-,4,11,-,-,3,4,2,2,2,1,-,-,5,-,-,31,-,-,-,-,-,1,-,-,-,4,2,3,7,4,3,-,6,1,-
576,"25202","004003","","","","ïFç™és","ëÂìåí¨",86,-,-,-,-,2,21,-,1,4,19,3,3,9,1,3,2,12,3,3,46,-,-,-,-,1,13,-,-,4,9,1,3,3,-,2,1,7,1,1,40,-,-,-,-,1,8,-,1,-,10,2,-,6,1,1,1,5,2,2
577,"25202","0050","","","","ïFç™és","ç≤òaí¨",228,-,-,-,-,9,57,-,1,6,68,7,2,28,11,9,5,15,6,4,142,-,-,-,-,7,49,-,-,6,40,4,1,11,2,5,3,9,3,2,86,-,-,-,-,2,8,-,1,-,28,3,1,17,9,4,2,6,3,2
